year_range,start_year,end_year,make,body_style,vehicle_size,vehicle,collision,property_damage,comprehensive,personal_injury,medical_payment,bodily_injury,automation_score,k_make,k_model,cat_comb08_mpg,cat_displacement_l,cat_cylinders,cat_is_ev,cat_matched
2008-2010,2010,2008,Lexus,Luxury SUV's,Midsize,Lexus RX 350 4dr 4WD,0.34,-0.06,0.17,-0.25,-0.27,-0.25,1,lexus,rx 350,23.0,3.206666666666666,5.466666666666667,0.0,True
2008-2010,2010,2008,Lexus,Luxury SUV's,Midsize,Lexus RX 450H Hybrid 4dr,0.01,,0.15,,,,1,lexus,rx 450h,29.285714285714285,3.5,6.0,0.0,True
2008-2010,2010,2008,Lexus,Luxury SUV's,Midsize,Lexus RX 450H Hybrid 4dr 4WD,0.19,-0.09,0.47,,,,1,lexus,rx 450h,29.285714285714285,3.5,6.0,0.0,True
2008-2010,2010,2008,Lincoln,Luxury SUV's,Midsize,Lincoln MKX 4dr,-0.26,-0.07,-0.24,-0.32,-0.29,0.03,1,lincoln,mkx,19.433333333333334,3.446666666666667,6.0,0.0,True
2008-2010,2010,2008,Lincoln,Luxury SUV's,Midsize,Lincoln MKX 4dr 4WD,-0.1,0.11,-0.15,-0.13,-0.28,0.07,1,lincoln,mkx,19.433333333333334,3.446666666666667,6.0,0.0,True
2008-2010,2010,2008,Mercedes Benz,Luxury SUV's,Midsize,Mercedes Benz GLK class 4dr,0.32,0.08,-0.22,,,,1,mercedes benz,glk class,21.047619047619047,3.3000000000000007,5.714285714285714,0.0,True
2008-2010,2010,2008,Mercedes Benz,Luxury SUV's,Midsize,Mercedes Benz GLK class 4dr 4WD,0.39,-0.18,0.36,-0.15,,,1,mercedes benz,glk class,21.047619047619047,3.3000000000000007,5.714285714285714,0.0,True
2008-2010,2010,2008,Mercedes Benz,Luxury SUV's,Midsize,Mercedes Benz M class 4dr,0.01,-0.09,0.21,,,,1,mercedes benz,m class,,,,,False
2008-2010,2010,2008,Mercedes Benz,Luxury SUV's,Midsize,Mercedes Benz M class 4dr 4WD,0.27,0.05,0.49,-0.24,-0.29,-0.13,1,mercedes benz,m class,,,,,False
2008-2010,2010,2008,Volvo,Luxury SUV's,Midsize,Volvo XC60 4dr,-0.67,,0.0,,,,1,volvo,xc60,23.25,2.3699999999999997,4.666666666666667,0.0,True
2008-2010,2010,2008,Volvo,Luxury SUV's,Midsize,Volvo XC60 4dr 4WD,-0.35,-0.25,-0.15,-0.55,,,1,volvo,xc60,23.25,2.3699999999999997,4.666666666666667,0.0,True
2008-2010,2010,2008,Volvo,Luxury SUV's,Midsize,Volvo XC90 4dr,-0.31,0.06,-0.07,-0.29,-0.3,-0.08,1,volvo,xc90,20.962025316455698,2.553164556962025,4.962025316455696,0.0,True
2008-2010,2010,2008,Volvo,Luxury SUV's,Midsize,Volvo XC90 4dr 4WD,-0.1,0.16,-0.04,-0.36,-0.44,-0.26,1,volvo,xc90,20.962025316455698,2.553164556962025,4.962025316455696,0.0,True
2008-2010,2010,2008,Audi,Luxury SUV's,Large,Audi Q7 4dr 4WD,0.47,0.2,0.32,-0.43,-0.34,-0.17,1,audi,q7,19.253333333333334,2.9519999999999995,5.733333333333333,0.0,True
2008-2010,2010,2008,Cadillac,Luxury SUV's,Large,Cadillac Escalade 4dr,0.06,0.3,1.34,-0.39,,,1,cadillac,escalade,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2008-2010,2010,2008,Cadillac,Luxury SUV's,Large,Cadillac Escalade 4dr 4WD,0.19,0.55,1.57,-0.3,-0.42,-0.02,1,cadillac,escalade,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2008-2010,2010,2008,Cadillac,Luxury SUV's,Large,Cadillac Escalade Hybrid 4dr 4WD,0.09,,0.46,,,,1,cadillac,escalade,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2008-2010,2010,2008,Infiniti,Luxury SUV's,Large,Infiniti QX56 4dr,-0.09,-0.01,0.03,-0.51,,,1,infiniti,qx56,14.6,5.599999999999999,8.0,0.0,True
2008-2010,2010,2008,Infiniti,Luxury SUV's,Large,Infiniti QX56 4dr 4WD,0.2,0.44,0.26,-0.32,,,1,infiniti,qx56,14.6,5.599999999999999,8.0,0.0,True
2008-2010,2010,2008,Land Rover,Luxury SUV's,Large,Land Rover LR4 4dr 4WD,-0.47,,0.2,,,,1,land rover,lr4,14.857142857142858,4.142857142857143,7.142857142857143,0.0,True
2008-2010,2010,2008,Land Rover,Luxury SUV's,Large,Land Rover Range Rover 4dr 4WD,0.16,0.51,1.07,-0.6,,0.26,1,land rover,range rover,17.887147335423197,3.7912225705329154,6.909090909090909,0.0,True
2008-2010,2010,2008,Land Rover,Luxury SUV's,Large,Land Rover Range Rover Sport 4dr 4WD,0.16,0.28,0.55,-0.35,-0.36,0.09,1,land rover,range rover sport,17.333333333333332,4.2333333333333325,7.388888888888889,0.0,True
2008-2010,2010,2008,Lexus,Luxury SUV's,Large,Lexus GX460 4dr 4WD,-0.35,,0.38,,,,1,lexus,gx460,,,,,False
2008-2010,2010,2008,Lexus,Luxury SUV's,Large,Lexus LX 570 4dr 4WD,0.13,-0.19,2.17,-0.54,,,1,lexus,lx 570,14.307692307692308,5.700000000000001,8.0,0.0,True
2008-2010,2010,2008,Mercedes Benz,Luxury SUV's,Large,Mercedes Benz G class 4dr 4WD,1.15,,3.07,,,,1,mercedes benz,g class,14.912280701754385,4.758181818181818,8.145454545454545,1.0,True
2008-2010,2010,2008,Mercedes Benz,Luxury SUV's,Large,Mercedes Benz GL class 4dr 4WD,0.53,0.14,0.63,-0.41,-0.36,-0.12,1,mercedes benz,gl class,15.4,4.704000000000001,7.68,0.0,True
2008-2010,2010,2008,Mercedes Benz,Luxury SUV's,Large,Mercedes Benz R class 4dr 4WD,0.56,-0.07,1.1,-0.19,,,1,mercedes benz,r class,16.5,3.835714285714286,6.428571428571429,0.0,True
2008-2010,2010,2008,Porsche,Luxury SUV's,Large,Porsche Cayenne 4dr 4WD,0.33,0.01,0.22,-0.42,-0.51,-0.15,1,porsche,cayenne,17.735751295336787,3.7466321243523324,6.849740932642487,0.0,True
2008-2010,2010,2008,Toyota,Luxury SUV's,Large,Toyota Land Cruiser 4dr 4WD,-0.25,-0.09,0.74,,,,1,toyota,land cruiser,14.977777777777778,4.433333333333334,6.666666666666667,0.0,True
2008-2010,2010,2008,Cadillac,Luxury SUV's,Very Large,Cadillac Escalade ESV 4dr,-0.27,0.0,1.02,,,,1,cadillac,escalade esv,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2008-2010,2010,2008,Cadillac,Luxury SUV's,Very Large,Cadillac Escalade ESV 4dr 4WD,0.09,0.75,1.53,-0.37,-0.48,-0.01,1,cadillac,escalade esv,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2008-2010,2010,2008,Cadillac,Luxury SUV's,Very Large,Cadillac Escalade EXT 4dr 4WD,0.28,0.11,2.6,-0.24,,,1,cadillac,escalade ext,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2008-2010,2010,2008,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator 4dr,0.27,0.09,0.22,-0.34,,,1,lincoln,navigator,15.90625,4.3609375,6.90625,0.0,True
2008-2010,2010,2008,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator 4dr 4WD,0.22,-0.02,0.44,-0.21,,,1,lincoln,navigator,15.90625,4.3609375,6.90625,0.0,True
2008-2010,2010,2008,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator L 4dr,-0.1,0.05,-0.13,,,,1,lincoln,navigator l,15.90625,4.3609375,6.90625,0.0,True
2008-2010,2010,2008,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator L 4dr 4WD,0.45,0.15,0.61,,,,1,lincoln,navigator l,15.90625,4.3609375,6.90625,0.0,True
2007-2009,2009,2007,Smart ForTwo,Two-Door Cars,Micro,Smart ForTwo,-0.58,-0.65,-0.4,-0.34,-0.3,,1,smart fortwo,,,,,,False
2007-2009,2009,2007,Smart ForTwo,Two-Door Cars,Micro,Smart ForTwo convertible,-0.57,-0.77,-0.27,-0.31,,,1,smart fortwo,,,,,,False
2007-2009,2009,2007,Hyundai,Two-Door Cars,Mini,Hyundai Accent,0.07,0.09,-0.37,0.37,0.4,0.33,1,hyundai,accent,29.858695652173914,1.5739130434782604,4.0,0.0,True
2007-2009,2009,2007,Mini,Two-Door Cars,Mini,Mini Cooper,-0.11,-0.36,0.0,-0.33,-0.27,-0.29,1,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2007-2009,2009,2007,Mini,Two-Door Cars,Mini,Mini Cooper Clubman,-0.35,-0.34,-0.01,-0.36,,,1,mini,cooper clubman,28.642857142857142,1.542857142857143,3.4285714285714284,0.0,True
2007-2009,2009,2007,Toyota,Two-Door Cars,Mini,Toyota Yaris,-0.06,-0.12,-0.19,0.33,0.28,0.02,1,toyota,yaris,32.483870967741936,1.5,4.0,0.0,True
2007-2009,2009,2007,Chevrolet,Two-Door Cars,Small,Chevrolet Cobalt,0.51,0.34,0.1,0.72,0.99,0.73,1,chevrolet,cobalt,25.568627450980394,2.203921568627451,4.0,0.0,True
2007-2009,2009,2007,Ford,Two-Door Cars,Small,Ford Focus,0.1,0.14,-0.22,0.39,0.6,0.41,1,ford,focus,29.852272727272727,1.989940828402367,3.9526627218934913,1.0,True
2007-2009,2009,2007,Honda,Two-Door Cars,Small,Honda Civic,0.39,0.07,-0.03,0.4,0.37,0.15,1,honda,civic,30.858657243816253,1.6415194346289752,4.0,0.0,True
2007-2009,2009,2007,Honda,Two-Door Cars,Small,Honda Civic Si,0.51,-0.03,0.55,0.31,0.36,0.2,1,honda,civic si,30.858657243816253,1.6415194346289752,4.0,0.0,True
2007-2009,2009,2007,Pontiac,Two-Door Cars,Small,Pontiac G5,0.43,0.16,0.06,0.66,0.88,0.63,1,pontiac,g5,27.17391304347826,2.234782608695653,4.0,0.0,True
2007-2009,2009,2007,Scion,Two-Door Cars,Small,Scion tC,0.85,0.37,0.17,0.71,0.7,0.5,1,scion,tc,24.333333333333332,2.4499999999999997,4.0,0.0,True
2007-2009,2009,2007,Volkswagen,Two-Door Cars,Small,Volkswagen GTI,0.24,-0.12,0.04,-0.2,-0.1,-0.1,1,volkswagen,gti,24.840579710144926,2.0434782608695654,4.231884057971015,0.0,True
2007-2009,2009,2007,Volkswagen,Two-Door Cars,Small,Volkswagen New Beetle,-0.19,-0.24,-0.32,-0.14,0.02,-0.13,1,volkswagen,new beetle,26.639344262295083,1.99672131147541,4.163934426229508,0.0,True
2007-2009,2009,2007,Volkswagen,Two-Door Cars,Small,Volkswagen New Beetle convertible,-0.37,-0.39,0.02,-0.24,-0.27,-0.41,1,volkswagen,new beetle,26.639344262295083,1.99672131147541,4.163934426229508,0.0,True
2007-2009,2009,2007,Volkswagen,Two-Door Cars,Small,Volkswagen Rabbit,0.13,-0.09,-0.17,-0.09,-0.07,0.08,1,volkswagen,rabbit,25.307692307692307,1.9461538461538461,4.3076923076923075,0.0,True
2007-2009,2009,2007,Chrysler,Two-Door Cars,Midsize,Chrysler Sebring convertible,-0.23,-0.25,-0.03,-0.05,-0.16,-0.08,1,chrysler,sebring,21.264550264550266,2.604232804232804,5.164021164021164,0.0,True
2007-2009,2009,2007,Honda,Two-Door Cars,Midsize,Honda Accord,0.08,-0.19,0.27,0.2,0.03,-0.03,1,honda,accord,25.610837438423644,2.3667487684729065,4.438423645320197,0.0,True
2007-2009,2009,2007,Mitsubishi,Two-Door Cars,Midsize,Mitsubishi Eclipse,0.37,0.44,-0.09,0.42,0.56,0.49,1,mitsubishi,eclipse,21.23006134969325,2.4319018404907973,4.484662576687117,0.0,True
2007-2009,2009,2007,Nissan,Two-Door Cars,Midsize,Nissan Altima,0.58,0.11,0.07,0.48,0.32,0.21,1,nissan,altima,25.65463917525773,2.8164948453608245,4.680412371134021,0.0,True
2007-2009,2009,2007,Pontiac,Two-Door Cars,Midsize,Pontiac G6,0.3,-0.01,0.13,0.28,0.47,0.29,1,pontiac,g6,21.746268656716417,3.291044776119403,5.462686567164179,0.0,True
2007-2009,2009,2007,Pontiac,Two-Door Cars,Midsize,Pontiac G6 convertible,-0.01,-0.2,-0.16,0.0,0.02,0.08,1,pontiac,g6,21.746268656716417,3.291044776119403,5.462686567164179,0.0,True
2007-2009,2009,2007,Volkswagen,Two-Door Cars,Midsize,Volkswagen Eos convertible,-0.01,-0.2,-0.24,-0.28,-0.3,-0.21,1,volkswagen,eos,24.352941176470587,2.1411764705882352,4.235294117647059,0.0,True
2007-2009,2009,2007,Volvo,Two-Door Cars,Midsize,Volvo C30,-0.06,-0.15,-0.24,,,,1,volvo,c30,23.5,2.466666666666667,5.0,0.0,True
2007-2009,2009,2007,Dodge,Two-Door Cars,Large,Dodge Challenger,0.04,-0.15,0.36,-0.36,,,1,dodge,challenger,18.28061224489796,5.582653061224491,7.6020408163265305,0.0,True
2007-2009,2009,2007,Dodge,Two-Door Cars,Large,Dodge Challenger SRT-8,-0.23,-0.57,0.27,,,,1,dodge,challenger srt 8,16.333333333333332,6.2444444444444445,8.0,0.0,True
2007-2009,2009,2007,Chevrolet,Four-Door Cars,Mini,Chevrolet Aveo,0.26,0.14,0.08,0.73,1.01,0.46,1,chevrolet,aveo,27.452380952380953,1.5999999999999996,4.0,0.0,True
2007-2009,2009,2007,Hyundai,Four-Door Cars,Mini,Hyundai Accent,0.24,0.24,-0.26,0.72,0.7,0.51,1,hyundai,accent,29.858695652173914,1.5739130434782604,4.0,0.0,True
2007-2009,2009,2007,Kia,Four-Door Cars,Mini,Kia Rio,0.2,0.31,-0.2,0.77,1.15,0.59,1,kia,rio,29.548387096774192,1.591397849462365,4.0,0.0,True
2007-2009,2009,2007,Toyota,Four-Door Cars,Mini,Toyota Yaris,0.3,0.07,-0.04,0.83,0.77,0.21,1,toyota,yaris,32.483870967741936,1.5,4.0,0.0,True
2007-2009,2009,2007,Toyota,Four-Door Cars,Mini,Toyota Yaris hatchback,-0.49,,-0.25,,,,1,toyota,yaris hatchback,32.483870967741936,1.5,4.0,0.0,True
2007-2009,2009,2007,Chevrolet,Four-Door Cars,Small,Chevrolet Cobalt,0.35,0.27,0.0,0.74,0.87,0.63,1,chevrolet,cobalt,25.568627450980394,2.203921568627451,4.0,0.0,True
2007-2009,2009,2007,Ford,Four-Door Cars,Small,Ford Focus,0.04,-0.01,-0.16,0.29,0.44,0.26,1,ford,focus,29.852272727272727,1.989940828402367,3.9526627218934913,1.0,True
2007-2009,2009,2007,Honda,Four-Door Cars,Small,Honda Civic,0.1,-0.06,-0.21,0.22,0.23,0.02,1,honda,civic,30.858657243816253,1.6415194346289752,4.0,0.0,True
2007-2009,2009,2007,Honda,Four-Door Cars,Small,Honda Civic Hybrid,0.07,-0.25,-0.06,-0.07,-0.05,-0.16,1,honda,civic,30.858657243816253,1.6415194346289752,4.0,0.0,True
2007-2009,2009,2007,Honda,Four-Door Cars,Small,Honda Civic Si,0.4,-0.07,0.41,0.25,0.16,-0.01,1,honda,civic si,30.858657243816253,1.6415194346289752,4.0,0.0,True
2007-2009,2009,2007,Hyundai,Four-Door Cars,Small,Hyundai Elantra,0.28,-0.01,-0.08,0.41,0.45,0.14,1,hyundai,elantra,28.823104693140795,1.855595667870036,4.0,0.0,True
2007-2009,2009,2007,Kia,Four-Door Cars,Small,Kia Spectra,0.31,0.16,0.02,0.86,1.02,0.57,1,kia,spectra,24.875,1.9375,4.0,0.0,True
2007-2009,2009,2007,Mazda,Four-Door Cars,Small,Mazda 3,0.34,0.09,0.1,0.23,0.21,0.22,1,mazda,3,27.949238578680202,2.2883248730964465,4.0,0.0,True
2007-2009,2009,2007,Mitsubishi,Four-Door Cars,Small,Mitsubishi Lancer,0.95,0.39,0.46,0.6,0.77,0.51,1,mitsubishi,lancer,24.056497175141242,2.122033898305085,4.0,0.0,True
2007-2009,2009,2007,Nissan,Four-Door Cars,Small,Nissan Sentra,0.29,0.08,-0.18,0.6,0.61,0.33,1,nissan,sentra,27.72,1.866769230769231,4.0,0.0,True
2007-2009,2009,2007,Nissan,Four-Door Cars,Small,Nissan Sentra SE-R,0.41,0.09,-0.11,,,,1,nissan,sentra se r,27.72,1.866769230769231,4.0,0.0,True
2007-2009,2009,2007,Nissan,Four-Door Cars,Small,Nissan Versa,0.35,-0.01,-0.18,0.7,0.79,0.3,1,nissan,versa,30.256410256410255,1.6632478632478631,4.0,0.0,True
2007-2009,2009,2007,Nissan,Four-Door Cars,Small,Nissan Versa hatchback,0.19,-0.06,-0.22,0.34,0.38,0.13,1,nissan,versa hatchback,30.256410256410255,1.6632478632478631,4.0,0.0,True
2007-2009,2009,2007,Subaru,Four-Door Cars,Small,Subaru Impreza 4WD,0.2,0.03,0.19,0.09,0.12,0.14,1,subaru,impreza,28.0,2.0215384615384617,4.0,0.0,True
2007-2009,2009,2007,Subaru,Four-Door Cars,Small,Subaru Impreza WRX 4WD,0.57,-0.03,0.4,,,,1,subaru,impreza wrx,28.0,2.0215384615384617,4.0,0.0,True
2007-2009,2009,2007,Suzuki,Four-Door Cars,Small,Suzuki SX4,0.49,-0.01,0.27,0.93,0.89,,1,suzuki,sx4,25.171875,2.0,4.0,0.0,True
2007-2009,2009,2007,Toyota,Four-Door Cars,Small,Toyota Corolla,0.18,-0.07,0.07,0.35,0.26,0.11,1,toyota,corolla,29.680851063829788,1.7796690307328609,3.9858156028368796,0.0,True
2007-2009,2009,2007,Toyota,Four-Door Cars,Small,Toyota Prius Hybrid,0.12,-0.21,-0.04,-0.15,-0.1,-0.14,1,toyota,prius,50.3448275862069,1.7965517241379312,4.0,0.0,True
2007-2009,2009,2007,Volkswagen,Four-Door Cars,Small,Volkswagen GTI,-0.04,-0.25,-0.23,-0.25,,,1,volkswagen,gti,24.840579710144926,2.0434782608695654,4.231884057971015,0.0,True
2007-2009,2009,2007,Volkswagen,Four-Door Cars,Small,Volkswagen Rabbit,0.08,-0.12,-0.5,-0.19,-0.16,-0.06,1,volkswagen,rabbit,25.307692307692307,1.9461538461538461,4.3076923076923075,0.0,True
2007-2009,2009,2007,Acura,Four-Door Cars,Midsize,Acura TSX,0.11,-0.34,0.16,-0.12,-0.11,-0.38,1,acura,tsx,23.24137931034483,2.5896551724137935,4.344827586206897,0.0,True
2007-2009,2009,2007,Chevrolet,Four-Door Cars,Midsize,Chevrolet Malibu (NEW),-0.06,-0.21,0.13,0.03,0.04,-0.07,1,chevrolet,malibu new,25.36986301369863,2.5760273972602743,4.712328767123288,0.0,True
2007-2009,2009,2007,Chevrolet,Four-Door Cars,Midsize,Chevrolet Malibu Hybrid,-0.1,,,,,,1,chevrolet,malibu,25.36986301369863,2.5760273972602743,4.712328767123288,0.0,True
2007-2009,2009,2007,Chrysler,Four-Door Cars,Midsize,Chrysler Sebring,-0.01,0.1,0.0,0.53,0.55,0.38,1,chrysler,sebring,21.264550264550266,2.604232804232804,5.164021164021164,0.0,True
2007-2009,2009,2007,Dodge,Four-Door Cars,Midsize,Dodge Avenger,0.09,0.23,0.06,0.55,0.63,0.47,1,dodge,avenger,21.977011494252874,2.513793103448276,4.850574712643678,0.0,True
2007-2009,2009,2007,Ford,Four-Door Cars,Midsize,Ford Fusion,0.11,-0.02,-0.03,0.24,0.37,0.23,1,ford,fusion,27.330357142857142,2.323214285714286,4.446428571428571,0.0,True
2007-2009,2009,2007,Ford,Four-Door Cars,Midsize,Ford Fusion 4WD,0.11,-0.1,-0.2,0.01,0.15,0.06,1,ford,fusion,27.330357142857142,2.323214285714286,4.446428571428571,0.0,True
2007-2009,2009,2007,Honda,Four-Door Cars,Midsize,Honda Accord,-0.17,-0.25,-0.12,0.02,-0.08,-0.16,1,honda,accord,25.610837438423644,2.3667487684729065,4.438423645320197,0.0,True
2007-2009,2009,2007,Hyundai,Four-Door Cars,Midsize,Hyundai Sonata,0.01,-0.04,-0.17,0.17,0.22,0.08,1,hyundai,sonata,26.364583333333332,2.351736111111111,4.409722222222222,0.0,True
2007-2009,2009,2007,Kia,Four-Door Cars,Midsize,Kia Optima,0.27,0.15,0.18,0.67,0.76,0.49,1,kia,optima,26.162337662337663,2.3279220779220777,4.402597402597403,0.0,True
2007-2009,2009,2007,Mazda,Four-Door Cars,Midsize,Mazda 6,-0.17,-0.06,-0.13,-0.12,,,1,mazda,6,24.067164179104477,2.6671641791044776,4.626865671641791,0.0,True
2007-2009,2009,2007,Mercury,Four-Door Cars,Midsize,Mercury Milan,0.04,0.01,-0.19,0.13,0.13,0.05,1,mercury,milan,23.452380952380953,2.6023809523809525,4.714285714285714,0.0,True
2007-2009,2009,2007,Mercury,Four-Door Cars,Midsize,Mercury Milan 4WD,0.04,0.06,-0.21,-0.05,,,1,mercury,milan,23.452380952380953,2.6023809523809525,4.714285714285714,0.0,True
2007-2009,2009,2007,Mitsubishi,Four-Door Cars,Midsize,Mitsubishi Galant,0.23,0.26,-0.18,0.66,0.76,0.52,1,mitsubishi,galant,21.08219178082192,2.4356164383561647,4.410958904109589,0.0,True
2007-2009,2009,2007,Nissan,Four-Door Cars,Midsize,Nissan Altima,0.2,-0.06,0.05,0.41,0.37,0.08,1,nissan,altima,25.65463917525773,2.8164948453608245,4.680412371134021,0.0,True
2007-2009,2009,2007,Nissan,Four-Door Cars,Midsize,Nissan Altima Hybrid,-0.02,-0.24,-0.09,0.07,,-0.11,1,nissan,altima,25.65463917525773,2.8164948453608245,4.680412371134021,0.0,True
2007-2009,2009,2007,Nissan,Four-Door Cars,Midsize,Nissan Maxima,0.17,-0.36,0.77,0.09,-0.04,0.06,1,nissan,maxima,20.65972222222222,3.1458333333333335,6.0,0.0,True
2007-2009,2009,2007,Pontiac,Four-Door Cars,Midsize,Pontiac G6,0.24,0.15,0.02,0.44,0.58,0.45,1,pontiac,g6,21.746268656716417,3.291044776119403,5.462686567164179,0.0,True
2007-2009,2009,2007,Saturn,Four-Door Cars,Midsize,Saturn Aura,-0.13,-0.17,-0.24,-0.1,0.0,0.0,1,saturn,aura,23.347826086956523,3.008695652173913,5.043478260869565,0.0,True
2007-2009,2009,2007,Saturn,Four-Door Cars,Midsize,Saturn Aura Hybrid,-0.18,,,,,,1,saturn,aura,23.347826086956523,3.008695652173913,5.043478260869565,0.0,True
2007-2009,2009,2007,Subaru,Four-Door Cars,Midsize,Subaru Legacy 4WD,-0.02,-0.07,-0.06,-0.1,-0.04,-0.12,1,subaru,legacy,25.25,2.4,4.125,0.0,True
2007-2009,2009,2007,Toyota,Four-Door Cars,Midsize,Toyota Camry,0.19,-0.06,0.0,0.32,0.28,0.0,1,toyota,camry,25.754807692307693,2.5824519230769236,4.711538461538462,0.0,True
2007-2009,2009,2007,Toyota,Four-Door Cars,Midsize,Toyota Camry Hybrid,0.09,-0.12,-0.01,-0.19,-0.15,-0.09,1,toyota,camry,25.754807692307693,2.5824519230769236,4.711538461538462,0.0,True
2007-2009,2009,2007,Volkswagen,Four-Door Cars,Midsize,Volkswagen Jetta,0.09,-0.01,-0.21,-0.03,0.0,0.06,1,volkswagen,jetta,27.2568093385214,1.9795719844357977,4.260700389105058,0.0,True
2007-2009,2009,2007,Volkswagen,Four-Door Cars,Midsize,Volkswagen Passat,0.03,-0.22,-0.11,-0.12,-0.16,-0.19,1,volkswagen,passat,22.50479233226837,2.4319488817891375,4.9904153354632586,0.0,True
2007-2009,2009,2007,Volkswagen,Four-Door Cars,Midsize,Volkswagen Passat CC,-0.21,-0.44,-0.24,-0.05,,,1,volkswagen,passat cc,22.50479233226837,2.4319488817891375,4.9904153354632586,0.0,True
2007-2009,2009,2007,Volvo,Four-Door Cars,Midsize,Volvo S40,0.03,-0.11,-0.05,-0.24,-0.23,-0.11,1,volvo,s40,22.136363636363637,2.402272727272728,4.886363636363637,0.0,True
2007-2009,2009,2007,Volvo,Four-Door Cars,Midsize,Volvo S40 4WD,-0.19,-0.37,-0.45,,,,1,volvo,s40,22.136363636363637,2.402272727272728,4.886363636363637,0.0,True
2007-2009,2009,2007,Buick,Four-Door Cars,Large,Buick LaCrosse,-0.1,-0.11,-0.23,-0.06,-0.18,-0.05,1,buick,lacrosse,22.608695652173914,3.3695652173913033,5.608695652173913,0.0,True
2007-2009,2009,2007,Buick,Four-Door Cars,Large,Buick Lucerne,-0.05,-0.15,-0.11,-0.14,-0.18,-0.09,1,buick,lucerne,19.133333333333333,4.206666666666667,6.933333333333334,0.0,True
2007-2009,2009,2007,Chevrolet,Four-Door Cars,Large,Chevrolet Impala,-0.07,-0.06,-0.09,0.24,0.27,0.13,1,chevrolet,impala,21.62878787878788,3.628787878787879,5.924242424242424,0.0,True
2007-2009,2009,2007,Chrysler,Four-Door Cars,Large,Chrysler 300,0.02,0.01,0.5,0.5,0.36,0.14,1,chrysler,300,20.570247933884296,4.2776859504132245,6.661157024793388,0.0,True
2007-2009,2009,2007,Chrysler,Four-Door Cars,Large,Chrysler 300 4wd,-0.36,-0.24,-0.25,,,,1,chrysler,300,20.570247933884296,4.2776859504132245,6.661157024793388,0.0,True
2007-2009,2009,2007,Chrysler,Four-Door Cars,Large,Chrysler 300 HEMI,0.08,-0.2,0.66,0.1,0.07,-0.1,1,chrysler,300 hemi,20.570247933884296,4.2776859504132245,6.661157024793388,0.0,True
2007-2009,2009,2007,Chrysler,Four-Door Cars,Large,Chrysler 300 HEMI 4WD,-0.13,-0.06,0.55,,,,1,chrysler,300 hemi,20.570247933884296,4.2776859504132245,6.661157024793388,0.0,True
2007-2009,2009,2007,Dodge,Four-Door Cars,Large,Dodge Charger,0.33,0.27,0.97,0.67,0.58,0.57,1,dodge,charger,25.88167938931298,4.135000000000001,6.333333333333333,1.0,True
2007-2009,2009,2007,Dodge,Four-Door Cars,Large,Dodge Charger 4WD,-0.26,,0.54,,,,1,dodge,charger,25.88167938931298,4.135000000000001,6.333333333333333,1.0,True
2007-2009,2009,2007,Dodge,Four-Door Cars,Large,Dodge Charger HEMI,0.33,0.09,1.13,0.0,0.11,0.14,1,dodge,charger hemi,25.88167938931298,4.135000000000001,6.333333333333333,1.0,True
2007-2009,2009,2007,Dodge,Four-Door Cars,Large,Dodge Charger HEMI 4WD,-0.15,-0.04,0.2,,,,1,dodge,charger hemi,25.88167938931298,4.135000000000001,6.333333333333333,1.0,True
2007-2009,2009,2007,Ford,Four-Door Cars,Large,Ford Taurus,-0.21,-0.18,-0.03,0.01,-0.17,-0.15,1,ford,taurus,20.147410358565736,3.148605577689243,5.848605577689243,0.0,True
2007-2009,2009,2007,Ford,Four-Door Cars,Large,Ford Taurus 4WD,-0.06,-0.25,-0.34,,,,1,ford,taurus,20.147410358565736,3.148605577689243,5.848605577689243,0.0,True
2007-2009,2009,2007,Hyundai,Four-Door Cars,Large,Hyundai Azera,0.01,-0.24,-0.04,-0.1,0.01,-0.13,1,hyundai,azera,21.6,3.471428571428571,6.0,0.0,True
2007-2009,2009,2007,Kia,Four-Door Cars,Large,Kia Amanti,-0.16,-0.22,-0.14,,,,1,kia,amanti,18.5,3.649999999999999,6.0,0.0,True
2007-2009,2009,2007,Mercury,Four-Door Cars,Large,Mercury Sable,-0.27,0.28,-0.15,-0.09,-0.12,,1,mercury,sable,19.929078014184398,3.1546099290780143,5.971631205673759,0.0,True
2007-2009,2009,2007,Mercury,Four-Door Cars,Large,Mercury Sable 4WD,-0.24,,0.06,,,,1,mercury,sable,19.929078014184398,3.1546099290780143,5.971631205673759,0.0,True
2007-2009,2009,2007,Pontiac,Four-Door Cars,Large,Pontiac G8,-0.01,-0.37,0.16,-0.19,0.03,-0.24,1,pontiac,g8,17.666666666666668,5.2666666666666675,7.333333333333333,0.0,True
